system:index,Dec1999,Dec2000,Dec2007,Dec2008,Dec2020,Dec2021,datamask,gain,id,loss,lossyear,treecover2000,.geo
215,1,1,1,1,1,1,1,0,215,1,12,90,"{""type"":""Point"",""coordinates"":[165.32273700000002,-21.363208]}"
216,1,1,1,1,1,1,1,0,216,0,,90,"{""type"":""Point"",""coordinates"":[165.32273700000002,-21.36293850516602]}"
217,6,6,6,6,6,6,1,0,217,0,,37,"{""type"":""Point"",""coordinates"":[165.32300235580257,-21.35236349433829]}"
218,1,1,3,3,4,4,1,0,218,0,,20,"{""type"":""Point"",""coordinates"":[165.32300235580257,-21.352093999999994]}"
219,1,1,2,2,2,2,1,0,219,0,,37,"{""type"":""Point"",""coordinates"":[165.32300235580257,-21.351824505166125]}"
220,1,1,1,1,1,1,1,0,220,0,,90,"{""type"":""Point"",""coordinates"":[165.3230263777519,-21.36347749433816]}"
221,1,1,1,1,1,1,1,0,221,0,,90,"{""type"":""Point"",""coordinates"":[165.3230263777519,-21.363208]}"
222,1,1,1,1,1,1,1,0,222,0,,90,"{""type"":""Point"",""coordinates"":[165.3230263777519,-21.362938505166017]}"
223,1,1,1,1,3,3,1,0,223,1,16,97,"{""type"":""Point"",""coordinates"":[165.3307384558742,-21.447487494337068]}"
224,1,1,1,1,3,3,1,0,224,1,16,97,"{""type"":""Point"",""coordinates"":[165.3307384558742,-21.447217999999992]}"
225,1,1,1,1,3,3,1,0,225,1,16,97,"{""type"":""Point"",""coordinates"":[165.3307384558742,-21.446948505164933]}"
226,1,1,1,1,4,4,1,0,226,1,11,81,"{""type"":""Point"",""coordinates"":[165.33076443326664,-21.458871494336936]}"
227,1,1,1,1,4,4,1,0,227,0,,78,"{""type"":""Point"",""coordinates"":[165.33076443326664,-21.458602]}"
228,1,1,1,1,1,1,1,0,228,0,,78,"{""type"":""Point"",""coordinates"":[165.33076443326664,-21.458332505164794]}"
229,6,6,6,6,6,6,1,0,229,0,,60,"{""type"":""Point"",""coordinates"":[165.33077042788065,-21.461582494336913]}"
230,6,6,6,6,6,6,1,0,230,0,,57,"{""type"":""Point"",""coordinates"":[165.33077042788065,-21.461313000000004]}"
231,6,6,6,6,6,6,1,0,231,0,,54,"{""type"":""Point"",""coordinates"":[165.33077042788065,-21.46104350516476]}"
232,1,1,1,1,3,3,1,0,232,1,16,97,"{""type"":""Point"",""coordinates"":[165.331028,-21.447487494337068]}"
233,1,1,1,1,3,3,1,0,233,1,16,97,"{""type"":""Point"",""coordinates"":[165.331028,-21.447217999999992]}"
234,1,1,1,1,3,3,1,0,234,1,16,90,"{""type"":""Point"",""coordinates"":[165.331028,-21.446948505164933]}"
235,1,1,1,1,4,4,1,0,235,0,,78,"{""type"":""Point"",""coordinates"":[165.331054,-21.458871494336936]}"
236,1,1,1,1,4,4,1,0,236,1,11,85,"{""type"":""Point"",""coordinates"":[165.331054,-21.458602]}"
237,1,1,1,1,2,2,1,0,237,0,,79,"{""type"":""Point"",""coordinates"":[165.331054,-21.458332505164794]}"
238,6,6,6,6,6,6,1,0,238,1,11,70,"{""type"":""Point"",""coordinates"":[165.33106,-21.461582494336913]}"
239,1,1,2,2,3,3,1,0,239,1,11,81,"{""type"":""Point"",""coordinates"":[165.33106,-21.461313000000004]}"
240,6,6,6,6,6,6,1,0,240,1,11,74,"{""type"":""Point"",""coordinates"":[165.33106,-21.46104350516476]}"
241,1,1,1,1,3,3,1,0,241,1,16,81,"{""type"":""Point"",""coordinates"":[165.33131754412582,-21.447487494337068]}"
242,1,1,1,1,3,3,1,0,242,1,16,81,"{""type"":""Point"",""coordinates"":[165.33131754412582,-21.447217999999996]}"
243,1,1,1,1,3,3,1,0,243,1,16,95,"{""type"":""Point"",""coordinates"":[165.33131754412582,-21.446948505164933]}"
244,1,1,1,1,3,3,1,0,244,0,,59,"{""type"":""Point"",""coordinates"":[165.33134356673338,-21.458871494336936]}"
245,6,6,6,6,6,6,1,0,245,0,,45,"{""type"":""Point"",""coordinates"":[165.33134356673338,-21.458602000000003]}"
246,1,1,1,1,4,4,1,0,246,0,,62,"{""type"":""Point"",""coordinates"":[165.33134356673338,-21.458332505164794]}"
247,6,6,6,6,6,6,1,0,247,1,11,78,"{""type"":""Point"",""coordinates"":[165.3313495721194,-21.461582494336913]}"
248,6,6,6,6,6,6,1,0,248,1,11,67,"{""type"":""Point"",""coordinates"":[165.3313495721194,-21.461313000000004]}"
249,6,6,6,6,6,6,1,0,249,0,,63,"{""type"":""Point"",""coordinates"":[165.3313495721194,-21.46104350516476]}"
250,6,6,6,6,6,6,1,0,250,0,,55,"{""type"":""Point"",""coordinates"":[165.33193042680972,-21.462121494336884]}"
251,6,6,6,6,6,6,1,0,251,0,,55,"{""type"":""Point"",""coordinates"":[165.33193042680972,-21.461851999999983]}"
252,6,6,6,6,6,6,1,0,252,0,,70,"{""type"":""Point"",""coordinates"":[165.33193042680972,-21.461582505164728]}"
253,1,1,1,1,3,3,1,0,253,0,,77,"{""type"":""Point"",""coordinates"":[165.33222000000004,-21.462121494336884]}"
254,1,1,2,2,3,3,1,0,254,1,11,66,"{""type"":""Point"",""coordinates"":[165.33222000000004,-21.461851999999983]}"
255,6,6,6,6,6,6,1,0,255,1,11,67,"{""type"":""Point"",""coordinates"":[165.33222000000004,-21.461582505164728]}"
256,6,6,6,6,6,6,1,0,256,0,,64,"{""type"":""Point"",""coordinates"":[165.33250957319035,-21.462121494336884]}"
257,1,1,1,1,3,3,1,0,257,1,11,75,"{""type"":""Point"",""coordinates"":[165.33250957319035,-21.461851999999983]}"
258,1,1,1,1,3,3,1,0,258,1,11,74,"{""type"":""Point"",""coordinates"":[165.33250957319035,-21.461582505164728]}"
259,6,6,6,6,6,6,1,0,259,0,,7,"{""type"":""Point"",""coordinates"":[165.34042834056532,-21.50547249433636]}"
260,6,6,6,6,6,6,1,0,260,0,,12,"{""type"":""Point"",""coordinates"":[165.34042834056532,-21.505202999999998]}"
261,1,1,3,3,3,3,1,0,261,0,,29,"{""type"":""Point"",""coordinates"":[165.34042834056532,-21.50493350516419]}"
262,6,6,6,6,6,6,1,0,262,0,,12,"{""type"":""Point"",""coordinates"":[165.340718,-21.50547249433636]}"
263,6,6,6,6,6,6,1,0,263,0,,39,"{""type"":""Point"",""coordinates"":[165.340718,-21.505202999999995]}"
264,1,1,2,2,3,3,1,0,264,0,,45,"{""type"":""Point"",""coordinates"":[165.340718,-21.504933505164185]}"
265,6,6,6,6,6,6,1,0,265,0,,28,"{""type"":""Point"",""coordinates"":[165.34100765943472,-21.505472494336356]}"
266,1,1,3,3,3,3,1,0,266,0,,45,"{""type"":""Point"",""coordinates"":[165.34100765943472,-21.505202999999995]}"
267,1,1,2,2,2,2,1,0,267,0,,46,"{""type"":""Point"",""coordinates"":[165.34100765943472,-21.504933505164185]}"
268,1,1,1,1,1,1,1,0,268,0,,45,"{""type"":""Point"",""coordinates"":[165.3414904225395,-21.464270494336876]}"
269,1,1,1,1,1,1,1,0,269,0,,45,"{""type"":""Point"",""coordinates"":[165.3414904225395,-21.464001]}"
270,6,6,4,4,4,4,1,0,270,0,,45,"{""type"":""Point"",""coordinates"":[165.3414904225395,-21.46373150516472]}"
271,6,6,6,6,6,6,1,0,271,0,,47,"{""type"":""Point"",""coordinates"":[165.34178,-21.464270494336876]}"
272,1,1,4,4,3,3,1,0,272,1,16,51,"{""type"":""Point"",""coordinates"":[165.34178,-21.464001]}"
273,6,6,6,6,6,6,1,0,273,1,16,49,"{""type"":""Point"",""coordinates"":[165.34178,-21.46373150516472]}"
274,6,6,6,6,6,6,1,0,274,1,16,45,"{""type"":""Point"",""coordinates"":[165.3420695774605,-21.464270494336876]}"
275,6,6,6,6,6,6,1,0,275,1,16,45,"{""type"":""Point"",""coordinates"":[165.3420695774605,-21.464001]}"
276,6,6,6,6,6,6,1,0,276,1,16,45,"{""type"":""Point"",""coordinates"":[165.3420695774605,-21.46373150516472]}"
277,6,6,6,6,6,6,1,0,277,0,,37,"{""type"":""Point"",""coordinates"":[165.34757541933203,-21.465884494336866]}"
278,6,6,6,6,6,6,1,0,278,0,,29,"{""type"":""Point"",""coordinates"":[165.34757541933203,-21.465614999999996]}"
279,6,6,6,6,6,6,1,0,279,0,,6,"{""type"":""Point"",""coordinates"":[165.34757541933203,-21.465345505164695]}"
280,6,6,6,6,6,6,1,0,280,0,,0,"{""type"":""Point"",""coordinates"":[165.3478674171776,-21.466968494336857]}"
281,6,6,6,6,6,6,1,0,281,0,,0,"{""type"":""Point"",""coordinates"":[165.3478674171776,-21.46669900000001]}"
282,6,6,6,6,6,6,1,0,282,0,,9,"{""type"":""Point"",""coordinates"":[165.3478674171776,-21.4664295051647]}"
283,6,6,6,6,6,6,1,0,283,0,,37,"{""type"":""Point"",""coordinates"":[165.347865,-21.465884494336866]}"
284,6,6,6,6,6,6,1,0,284,0,,29,"{""type"":""Point"",""coordinates"":[165.347865,-21.465615]}"
285,6,6,6,6,6,6,1,0,285,0,,6,"{""type"":""Point"",""coordinates"":[165.347865,-21.465345505164695]}"
286,6,6,6,6,6,6,1,0,286,1,14,52,"{""type"":""Point"",""coordinates"":[165.34815458066802,-21.465884494336866]}"
287,6,6,6,6,6,6,1,0,287,1,14,45,"{""type"":""Point"",""coordinates"":[165.34815458066802,-21.465614999999996]}"
288,6,6,6,6,6,6,1,0,288,1,14,45,"{""type"":""Point"",""coordinates"":[165.34815458066802,-21.465345505164695]}"
289,6,6,6,6,6,6,1,0,289,0,,0,"{""type"":""Point"",""coordinates"":[165.348157,-21.466968494336857]}"
290,6,6,6,6,6,6,1,0,290,1,14,29,"{""type"":""Point"",""coordinates"":[165.348157,-21.46669900000001]}"
291,6,6,6,6,6,6,1,0,291,1,14,37,"{""type"":""Point"",""coordinates"":[165.348157,-21.4664295051647]}"
292,6,6,6,6,6,6,1,0,292,0,,8,"{""type"":""Point"",""coordinates"":[165.34844658282236,-21.466968494336857]}"
293,6,6,6,6,6,6,1,0,293,1,14,29,"{""type"":""Point"",""coordinates"":[165.34844658282236,-21.46669900000001]}"
294,6,6,6,6,6,6,1,0,294,1,14,41,"{""type"":""Point"",""coordinates"":[165.34844658282236,-21.4664295051647]}"
295,1,1,1,1,1,1,1,0,295,0,,96,"{""type"":""Point"",""coordinates"":[165.3508955473112,-21.40136749433769]}"
296,1,1,2,2,2,2,1,0,296,0,,62,"{""type"":""Point"",""coordinates"":[165.3508955473112,-21.401098]}"
297,1,1,1,1,1,1,1,0,297,0,,77,"{""type"":""Point"",""coordinates"":[165.3508955473112,-21.40082850516553]}"
298,1,1,1,1,1,1,1,0,298,1,12,97,"{""type"":""Point"",""coordinates"":[165.351185,-21.40136749433769]}"
299,1,1,1,1,1,1,1,0,299,0,,97,"{""type"":""Point"",""coordinates"":[165.351185,-21.401098]}"
300,1,1,1,1,1,1,1,0,300,0,,97,"{""type"":""Point"",""coordinates"":[165.351185,-21.40082850516553]}"
301,1,1,1,1,1,1,1,0,301,0,,97,"{""type"":""Point"",""coordinates"":[165.3514744526887,-21.40136749433769]}"
302,1,1,1,1,1,1,1,0,302,1,12,97,"{""type"":""Point"",""coordinates"":[165.3514744526887,-21.401098000000005]}"
303,1,1,1,1,1,1,1,0,303,1,12,97,"{""type"":""Point"",""coordinates"":[165.3514744526887,-21.40082850516553]}"
304,6,6,6,6,6,6,1,0,304,1,16,45,"{""type"":""Point"",""coordinates"":[165.36032740968793,-21.470736494336805]}"
305,6,6,6,6,6,6,1,0,305,1,16,45,"{""type"":""Point"",""coordinates"":[165.36032740968793,-21.470467]}"
306,6,6,6,6,6,6,1,0,306,0,,34,"{""type"":""Point"",""coordinates"":[165.36032740968793,-21.47019750516465]}"
307,6,6,6,6,6,6,1,0,307,1,16,41,"{""type"":""Point"",""coordinates"":[165.360617,-21.47073649433681]}"
308,6,6,6,6,6,6,1,0,308,1,16,45,"{""type"":""Point"",""coordinates"":[165.360617,-21.470467]}"
309,6,6,6,6,6,6,1,0,309,1,16,45,"{""type"":""Point"",""coordinates"":[165.360617,-21.47019750516465]}"
310,6,6,6,6,6,6,1,0,310,0,,37,"{""type"":""Point"",""coordinates"":[165.3609065903121,-21.470736494336805]}"
311,6,6,6,6,6,6,1,0,311,1,16,37,"{""type"":""Point"",""coordinates"":[165.3609065903121,-21.470467]}"
312,6,6,6,6,6,6,1,0,312,1,16,45,"{""type"":""Point"",""coordinates"":[165.3609065903121,-21.47019750516465]}"
313,6,6,6,6,6,6,1,0,313,1,17,0,"{""type"":""Point"",""coordinates"":[165.3643854064713,-21.472354494336773]}"
314,6,6,6,6,6,6,1,0,314,1,17,33,"{""type"":""Point"",""coordinates"":[165.3643854064713,-21.472085]}"
315,6,6,6,6,6,6,1,0,315,1,17,37,"{""type"":""Point"",""coordinates"":[165.3643854064713,-21.47181550516462]}"
316,6,6,6,6,6,6,1,0,316,1,17,0,"{""type"":""Point"",""coordinates"":[165.36467500000003,-21.472354494336773]}"
317,6,6,6,6,6,6,1,0,317,1,17,29,"{""type"":""Point"",""coordinates"":[165.36467500000003,-21.472084999999996]}"
318,6,6,6,6,6,6,1,0,318,1,17,45,"{""type"":""Point"",""coordinates"":[165.36467500000003,-21.47181550516462]}"
319,6,6,6,6,6,6,1,0,319,1,17,29,"{""type"":""Point"",""coordinates"":[165.36496459352873,-21.472354494336773]}"
320,6,6,6,6,6,6,1,0,320,1,17,37,"{""type"":""Point"",""coordinates"":[165.36496459352873,-21.472084999999996]}"
321,6,6,6,6,6,6,1,0,321,1,17,41,"{""type"":""Point"",""coordinates"":[165.36496459352873,-21.471815505164617]}"
322,6,6,6,6,6,6,1,0,322,0,,16,"{""type"":""Point"",""coordinates"":[165.36495641294002,-21.46910049433683]}"
323,6,6,6,6,6,6,1,0,323,1,17,24,"{""type"":""Point"",""coordinates"":[165.36495641294002,-21.46883099999999]}"
324,6,6,6,6,6,6,1,0,324,0,,24,"{""type"":""Point"",""coordinates"":[165.36495641294002,-21.468561505164672]}"
325,6,6,6,6,6,6,1,0,325,1,17,37,"{""type"":""Point"",""coordinates"":[165.365246,-21.46910049433683]}"
326,6,6,6,6,6,6,1,0,326,1,17,29,"{""type"":""Point"",""coordinates"":[165.365246,-21.46883099999999]}"
327,6,6,6,6,6,6,1,0,327,1,17,37,"{""type"":""Point"",""coordinates"":[165.365246,-21.468561505164672]}"
328,6,6,6,6,6,6,1,0,328,1,17,29,"{""type"":""Point"",""coordinates"":[165.3652554053977,-21.47289449433678]}"
329,6,6,6,6,6,6,1,0,329,1,17,44,"{""type"":""Point"",""coordinates"":[165.3652554053977,-21.472624999999997]}"
330,6,6,6,6,6,6,1,0,330,0,,44,"{""type"":""Point"",""coordinates"":[165.3652554053977,-21.47235550516461]}"
331,6,6,6,6,6,6,1,0,331,1,17,39,"{""type"":""Point"",""coordinates"":[165.365545,-21.472894494336785]}"
332,6,6,6,6,6,6,1,0,332,1,17,44,"{""type"":""Point"",""coordinates"":[165.365545,-21.472624999999997]}"
333,6,6,6,6,6,6,1,0,333,1,17,44,"{""type"":""Point"",""coordinates"":[165.365545,-21.47235550516461]}"
334,6,6,6,6,6,6,1,0,334,1,17,16,"{""type"":""Point"",""coordinates"":[165.36553558705995,-21.46910049433683]}"
335,6,6,6,6,6,6,1,0,335,1,17,21,"{""type"":""Point"",""coordinates"":[165.36553558705995,-21.46883099999999]}"
336,6,6,6,6,6,6,1,0,336,1,17,29,"{""type"":""Point"",""coordinates"":[165.36553558705995,-21.468561505164672]}"
337,6,6,6,6,6,6,1,0,337,1,17,45,"{""type"":""Point"",""coordinates"":[165.36583459460232,-21.47289449433678]}"
338,6,6,6,6,6,6,1,0,338,1,17,45,"{""type"":""Point"",""coordinates"":[165.36583459460232,-21.472624999999997]}"
339,6,6,6,6,6,6,1,0,339,1,17,45,"{""type"":""Point"",""coordinates"":[165.36583459460232,-21.47235550516461]}"
340,1,1,1,1,1,1,1,0,340,0,,95,"{""type"":""Point"",""coordinates"":[165.36603547592526,-21.437384494337216]}"
341,1,1,1,1,1,1,1,0,341,0,,90,"{""type"":""Point"",""coordinates"":[165.36603547592526,-21.43711500000001]}"
342,1,1,1,1,1,1,1,0,342,0,,95,"{""type"":""Point"",""coordinates"":[165.36603547592526,-21.436845505165067]}"
343,1,1,1,1,1,1,1,0,343,0,,90,"{""type"":""Point"",""coordinates"":[165.366325,-21.43738449433722]}"
344,1,1,1,1,1,1,1,0,344,1,12,97,"{""type"":""Point"",""coordinates"":[165.366325,-21.43711500000001]}"
345,1,1,1,1,1,1,1,0,345,0,,91,"{""type"":""Point"",""coordinates"":[165.366325,-21.436845505165067]}"
346,6,6,6,6,6,6,1,0,346,1,17,45,"{""type"":""Point"",""coordinates"":[165.3664064113299,-21.469910494336805]}"
347,6,6,6,6,6,6,1,0,347,1,17,45,"{""type"":""Point"",""coordinates"":[165.3664064113299,-21.469641]}"
348,6,6,6,6,6,6,1,0,348,1,17,45,"{""type"":""Point"",""coordinates"":[165.3664064113299,-21.469371505164634]}"
349,1,1,1,1,1,1,1,0,349,0,,97,"{""type"":""Point"",""coordinates"":[165.36661452407466,-21.43738449433722]}"
350,1,1,1,1,1,1,1,0,350,0,,91,"{""type"":""Point"",""coordinates"":[165.36661452407466,-21.43711500000001]}"
351,1,1,1,1,1,1,1,0,351,0,,90,"{""type"":""Point"",""coordinates"":[165.36661452407466,-21.436845505165067]}"
352,6,6,6,6,6,6,1,0,352,1,17,29,"{""type"":""Point"",""coordinates"":[165.366696,-21.469910494336805]}"
353,6,6,6,6,6,6,1,0,353,1,17,37,"{""type"":""Point"",""coordinates"":[165.366696,-21.469641]}"
354,6,6,6,6,6,6,1,0,354,1,17,45,"{""type"":""Point"",""coordinates"":[165.366696,-21.46937150516463]}"
355,6,6,6,6,6,6,1,0,355,1,17,9,"{""type"":""Point"",""coordinates"":[165.36698558867008,-21.469910494336805]}"
356,6,6,6,6,6,6,1,0,356,1,17,37,"{""type"":""Point"",""coordinates"":[165.36698558867008,-21.469641000000003]}"
357,6,6,6,6,6,6,1,0,357,1,17,34,"{""type"":""Point"",""coordinates"":[165.36698558867008,-21.46937150516463]}"
358,1,1,1,1,1,1,1,0,358,0,,90,"{""type"":""Point"",""coordinates"":[165.38192849857404,-21.425965494337373]}"
359,1,1,1,1,1,1,1,0,359,0,,95,"{""type"":""Point"",""coordinates"":[165.38192849857404,-21.425695999999995]}"
360,1,1,1,1,1,1,1,0,360,0,,95,"{""type"":""Point"",""coordinates"":[165.38192849857404,-21.42542650516522]}"
361,1,1,1,1,1,1,1,0,361,0,,97,"{""type"":""Point"",""coordinates"":[165.38221800000002,-21.425965494337373]}"
362,1,1,1,1,1,1,1,0,362,0,,90,"{""type"":""Point"",""coordinates"":[165.38221800000002,-21.425696]}"
363,1,1,1,1,1,1,1,0,363,0,,95,"{""type"":""Point"",""coordinates"":[165.38221800000002,-21.42542650516522]}"
364,1,1,1,1,1,1,1,0,364,0,,95,"{""type"":""Point"",""coordinates"":[165.38250750142598,-21.425965494337373]}"
365,1,1,1,1,1,1,1,0,365,0,,95,"{""type"":""Point"",""coordinates"":[165.38250750142598,-21.425696]}"
366,1,1,1,1,1,1,1,0,366,0,,90,"{""type"":""Point"",""coordinates"":[165.38250750142598,-21.42542650516522]}"
367,1,1,1,1,1,1,1,0,367,0,,97,"{""type"":""Point"",""coordinates"":[165.39090449700367,-21.42675749433738]}"
368,6,6,4,4,4,4,1,0,368,0,,98,"{""type"":""Point"",""coordinates"":[165.39090449700367,-21.42648800000001]}"
369,6,6,6,6,6,6,1,0,369,0,,97,"{""type"":""Point"",""coordinates"":[165.39090449700367,-21.42621850516521]}"
370,1,1,1,1,1,1,1,0,370,0,,75,"{""type"":""Point"",""coordinates"":[165.391194,-21.42675749433738]}"
371,1,1,1,2,2,2,1,0,371,0,,78,"{""type"":""Point"",""coordinates"":[165.391194,-21.42648800000001]}"
372,6,6,6,6,6,6,1,0,372,0,,97,"{""type"":""Point"",""coordinates"":[165.391194,-21.42621850516521]}"
373,1,1,2,2,2,2,1,0,373,0,,59,"{""type"":""Point"",""coordinates"":[165.3914835029964,-21.42675749433738]}"
374,1,1,1,1,1,1,1,0,374,0,,67,"{""type"":""Point"",""coordinates"":[165.3914835029964,-21.42648800000001]}"
375,1,1,1,1,1,1,1,0,375,0,,79,"{""type"":""Point"",""coordinates"":[165.3914835029964,-21.42621850516521]}"
376,1,1,3,3,4,4,1,0,376,0,,47,"{""type"":""Point"",""coordinates"":[165.4405504019858,-21.47461049433676]}"
377,6,6,6,6,4,4,1,0,377,0,,51,"{""type"":""Point"",""coordinates"":[165.4405504019858,-21.474340999999995]}"
378,6,6,6,6,6,6,1,0,378,0,,43,"{""type"":""Point"",""coordinates"":[165.4405504019858,-21.4740715051646]}"
379,1,1,1,1,1,1,1,0,379,0,,52,"{""type"":""Point"",""coordinates"":[165.44084,-21.474610494336755]}"
380,1,1,2,2,2,2,1,0,380,0,,55,"{""type"":""Point"",""coordinates"":[165.44084,-21.474341]}"
381,6,6,6,6,6,6,1,0,381,0,,46,"{""type"":""Point"",""coordinates"":[165.44084,-21.474071505164595]}"
382,1,1,1,1,1,1,1,0,382,0,,95,"{""type"":""Point"",""coordinates"":[165.44112959801424,-21.47461049433676]}"
383,1,1,4,4,4,4,1,0,383,0,,97,"{""type"":""Point"",""coordinates"":[165.44112959801424,-21.474341]}"
384,1,1,3,3,4,4,1,0,384,0,,90,"{""type"":""Point"",""coordinates"":[165.44112959801424,-21.4740715051646]}"
385,6,6,6,6,4,4,1,0,385,0,,59,"{""type"":""Point"",""coordinates"":[165.4755384328832,-21.459064494336943]}"
386,6,6,6,6,4,4,1,0,386,0,,62,"{""type"":""Point"",""coordinates"":[165.4755384328832,-21.458794999999995]}"
387,6,6,6,6,4,4,1,0,387,0,,54,"{""type"":""Point"",""coordinates"":[165.4755384328832,-21.45852550516477]}"
388,1,1,2,2,3,3,1,0,388,1,13,62,"{""type"":""Point"",""coordinates"":[165.475828,-21.459064494336943]}"
389,6,6,6,6,4,4,1,0,389,1,13,55,"{""type"":""Point"",""coordinates"":[165.475828,-21.458794999999995]}"
390,6,6,6,6,4,4,1,0,390,0,,51,"{""type"":""Point"",""coordinates"":[165.475828,-21.45852550516477]}"
391,6,6,6,6,6,6,1,0,391,1,13,45,"{""type"":""Point"",""coordinates"":[165.47611756711677,-21.459064494336943]}"
392,6,6,6,6,6,6,1,0,392,0,,51,"{""type"":""Point"",""coordinates"":[165.47611756711677,-21.458794999999995]}"
393,6,6,6,6,4,4,1,0,393,0,,45,"{""type"":""Point"",""coordinates"":[165.47611756711677,-21.45852550516477]}"
394,1,1,3,3,4,4,1,0,394,0,,71,"{""type"":""Point"",""coordinates"":[165.47681153987577,-21.405122494337622]}"
395,1,1,3,4,4,4,1,0,395,0,,67,"{""type"":""Point"",""coordinates"":[165.47681153987577,-21.404853000000003]}"
396,1,1,2,2,2,2,1,0,396,0,,74,"{""type"":""Point"",""coordinates"":[165.47681153987577,-21.40458350516548]}"
397,6,6,6,6,4,4,1,0,397,0,,66,"{""type"":""Point"",""coordinates"":[165.477101,-21.405122494337622]}"
398,1,1,3,3,4,4,1,0,398,0,,64,"{""type"":""Point"",""coordinates"":[165.477101,-21.404853000000003]}"
399,1,1,3,4,4,4,1,0,399,1,3,79,"{""type"":""Point"",""coordinates"":[165.477101,-21.40458350516548]}"
400,6,6,6,6,4,4,1,0,400,0,,73,"{""type"":""Point"",""coordinates"":[165.47739046012418,-21.40512249433762]}"
401,6,6,6,6,4,4,1,0,401,0,,70,"{""type"":""Point"",""coordinates"":[165.47739046012418,-21.404853000000003]}"
402,1,1,3,3,4,4,1,0,402,0,,37,"{""type"":""Point"",""coordinates"":[165.47739046012418,-21.40458350516548]}"
403,6,6,6,6,6,6,1,0,403,1,14,29,"{""type"":""Point"",""coordinates"":[165.48108440598023,-21.47260149433677]}"
404,6,6,6,6,6,6,1,0,404,1,14,29,"{""type"":""Point"",""coordinates"":[165.48108440598023,-21.47233200000001]}"
405,6,6,6,6,6,6,1,1,405,0,,16,"{""type"":""Point"",""coordinates"":[165.48108440598023,-21.472062505164615]}"
406,6,6,6,6,6,6,1,0,406,1,14,37,"{""type"":""Point"",""coordinates"":[165.481374,-21.47260149433677]}"
407,6,6,6,6,6,6,1,0,407,1,14,37,"{""type"":""Point"",""coordinates"":[165.481374,-21.47233200000001]}"
408,6,6,6,6,6,6,1,0,408,0,,29,"{""type"":""Point"",""coordinates"":[165.481374,-21.472062505164615]}"
409,6,6,6,6,6,6,1,0,409,1,14,28,"{""type"":""Point"",""coordinates"":[165.48166359401978,-21.47260149433677]}"
410,6,6,6,6,6,6,1,0,410,0,,28,"{""type"":""Point"",""coordinates"":[165.48166359401978,-21.47233200000001]}"
411,6,6,6,6,6,6,1,0,411,0,,0,"{""type"":""Point"",""coordinates"":[165.48166359401978,-21.472062505164615]}"
412,1,1,1,1,1,1,1,0,412,0,,96,"{""type"":""Point"",""coordinates"":[165.48882145449045,-21.448184494337085]}"
413,1,1,2,2,2,2,1,0,413,0,,95,"{""type"":""Point"",""coordinates"":[165.48882145449045,-21.447914999999984]}"
414,1,1,1,1,1,2,1,0,414,0,,80,"{""type"":""Point"",""coordinates"":[165.48882145449045,-21.447645505164914]}"
415,1,1,1,1,1,1,1,0,415,0,,90,"{""type"":""Point"",""coordinates"":[165.489111,-21.44818449433708]}"
416,1,1,1,1,2,2,1,0,416,0,,95,"{""type"":""Point"",""coordinates"":[165.489111,-21.447914999999984]}"
417,1,1,1,1,2,2,1,0,417,0,,77,"{""type"":""Point"",""coordinates"":[165.489111,-21.447645505164914]}"
418,1,1,1,1,1,1,1,0,418,0,,87,"{""type"":""Point"",""coordinates"":[165.48940054550954,-21.44818449433708]}"
419,1,1,1,1,2,2,1,0,419,0,,82,"{""type"":""Point"",""coordinates"":[165.48940054550954,-21.447914999999984]}"
420,1,1,1,1,3,3,1,0,420,0,,80,"{""type"":""Point"",""coordinates"":[165.48940054550954,-21.447645505164914]}"
421,6,6,6,6,6,6,1,0,421,1,13,90,"{""type"":""Point"",""coordinates"":[165.49640841953874,-21.46578049433685]}"
422,6,6,6,6,6,6,1,0,422,1,13,79,"{""type"":""Point"",""coordinates"":[165.49640841953874,-21.465510999999992]}"
423,6,6,6,6,6,6,1,0,423,0,,63,"{""type"":""Point"",""coordinates"":[165.49640841953874,-21.46524150516468]}"
